locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,country_code,location_type,hours_of_operation
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---elkin.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-039,Novant Health Cardiology - Elkin,189 Samaritan's Ridge Road,Elkin,NC,28261,MG039,336-526-3005,36.262268,-80.827274,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-040,Novant Health Cardiology - Greensboro,"1622 Highwoods Boulevard,Unit G105",Greensboro,NC,27410,MG040,336-660-5220,36.113081,-79.876185,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-041,Novant Health Cardiology - Kernersville,"1710 Kernersville Medical Parkway,Suite 205",Kernersville,NC,27284,MG041,336-996-7076,36.090751,-80.045198,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---lexington.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-520,Novant Health Cardiology - Lexington,"144 Forest Hill Road,Suite 144 & 146",Lexington,NC,27295,MG520,336-481-1730,35.83513,-80.278937,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---mt-airy.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-042,Novant Health Cardiology - Mt. Airy,694 Riverside Drive,Mount Airy,NC,27030,MG042,336-719-7892,36.518052,-80.593529,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-043,Novant Health Cardiology - Thomasville,211 Old Lexington Road,Thomasville,NC,27360,MG043,336-472-1191,35.881502,-80.112106,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiology---winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-044,Novant Health Cardiology - Winston-Salem,186 Kimel Park Drive,Winston-Salem,NC,27103,MG044,336-277-2000,36.058388,-80.301587,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cardiothoracic-surgeons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-045,Novant Health Cardiothoracic Surgeons,"4622 Country Club Road,Suite 180",Winston-Salem,NC,27104,MG045,336-768-9535,36.079069,-80.333822,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,http://www.nhcarmelobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-046,Novant Health Carmel OB/GYN - Blakeney,"5933 Blakeney Park Drive,Suite 100",Charlotte,NC,28277,MG046,704-316-2021,35.032822,-80.806544,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,http://www.nhcarmelobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-047,Novant Health Carmel OB/GYN - Monroe,"2000 Wellness Blvd.,Suite 120",Monroe,NC,28110,MG047,704-316-2146,35.024907,-80.577804,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.nhcarmelobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-481,Novant Health Carmel OB/GYN - Wesley Chapel,6488 Weddington Road,Wesley Chapel,NC,28104,MG481,704-384-1020,35.001738,-80.691612,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-carolina-family-physicians.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-048 ,Novant Health Carolina Family Physicians,7110 Lawyers Road,Charlotte,NC,28227,MG048,704-537-0020,35.20005,-80.722698,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-carolina-surgical---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-050,Novant Health Carolina Surgical - Matthews,"1450 Matthews Township Parkway,Suite 320",Matthews,NC,28105,MG050,704-316-5653,35.119634,-80.714252,US,clinic and outpatient center,Mon-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-carolina-surgical---randolph.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-051,Novant Health Carolina Surgical - Randolph,2104 Randolph Road,Charlotte,NC,28207,MG051,704-377-3900,35.20702,-80.821559,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhcarolinawomenshealthassociates.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-053,Novant Health Carolina Women's Health Associates - China Grove,1955 South US-29 Highway,China Grove,NC,28023,MG053,704-855-7611,35.548955,-80.588007,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,http://www.nhcarolinawomenshealthassociates.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-054,Novant Health Carolina Women's Health Associates - Salisbury,"911 W Henderson Street,Suite 300",Salisbury,NC,28144,MG054,704-636-9270,35.68275,-80.469953,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/outpatient-centers/center-city-outpatient-surgery-center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-036,Novant Health Center City Outpatient Surgery Center,"1901 Randolph Road,2nd Floor",Charlotte,NC,28207,OP036,704-316-5310,35.210819,-80.823376,US,clinic and outpatient center,Mon-Fri 5:30 AM - 6 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-chair-city-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-056 ,Novant Health Chair City Family Medicine,903 Randolph Street,Thomasville,NC,27360,MG056,336-475-7163,35.870301,-80.073136,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-charlotte-colon--rectal-surgery---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-058 ,Novant Health Charlotte Colon & Rectal Surgery - Elizabeth,"1718 E 4th Street,Suite 307",Charlotte,NC,28204,MG058,704-333-1259,35.211003,-80.825798,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-charlotte-colon--rectal-surgery---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-371 ,Novant Health Charlotte Colon & Rectal Surgery - Huntersville,"14330 Oakhill Park Lane,Suite 140",Huntersville,NC,28078,MG371,704-316-3492,35.41023,-80.860424,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-charlotte-colon--rectal-surgery---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-057 ,Novant Health Charlotte Colon & Rectal Surgery - Matthews,"1450 Matthews Township Parkway,Suite 355",Matthews,NC,28105,MG057,704-384-8615,35.119634,-80.714252,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/charlotte-orthopedic-hospital.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-02,Novant Health Charlotte Orthopedic Hospital,1901 Randolph Road,Charlotte,NC,28207,MC02,704-316-2000,35.210819,-80.823376,US,hospital,Open 24 hours
novanthealth.org,https://www.novanthealth.org/home/services/surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-026,Novant Health Charlotte Outpatient Surgery Center,1800 East 4th Street,Charlotte,NC,28204,OP026,704-384-1300,35.210918,-80.825236,US,clinic and outpatient center,Mon-Fri 5 AM - 5:30 PM
novanthealth.org,https://www.nhchildandadolescentmg.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-059,Novant Health Child & Adolescent Medical Group - Monroe,"1994 Wellness Blvd.,Suite 110",Monroe,NC,28110,MG059,704-384-8460,35.024565,-80.577414,US,clinic and outpatient center,"Mon-Fri 8 AM - 5 PM, Sat 9 AM - 12 PM"
novanthealth.org,http://www.nhchildandadolescentmg.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-060,Novant Health Child & Adolescent Medical Group - Waxhaw,"3614 Providence Road,Suite 101",Waxhaw,NC,28173,MG060,704-384-8460,34.944103,-80.754289,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.nhchildandadolescentmg.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-482,Novant Health Child & Adolescent Medical Group - Wesley Chapel,6488 Weddington-Monroe Road,Wesley Chapel,NC,28104,MG482,704-384-8460,35.001738,-80.691612,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-child--adolescent-psychiatric-medicine---kimel-park.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-061,Novant Health Child & Adolescent Psychiatric Medicine - Kimel Park,"140 Kimel Park Drive,Suite 101",Winston-Salem,NC,27103,MG061,336-718-7280,36.05976,-80.299278,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.nhcitylakeobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-283,Novant Health City Lake OB/GYN - Lexington,108 W Medical Park Drive,Lexington,NC,27292,MG283,336-243-7054,35.803174,-80.287968,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.nhcitylakeobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-497,Novant Health City Lake OB/GYN - Thomasville,1302 Lexington Ave,Thomasville,NC,27360,MG497,336-475-6139,35.884086,-80.115389,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-clemmons-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-062,Novant Health Clemmons Family Medicine,6301 Stadium Drive,Clemmons,NC,27012,MG062,336-766-6473,36.031169,-80.380078,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/Clemmons-Medical-Center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-03,Novant Health Clemmons Medical Center,6915 Village Medical Circle,Clemmons,NC,27012,MC03,336-893-1000,36.028584,-80.397285,US,hospital,Open 24 hours
novanthealth.org,https://www.novanthealth.org/home/services/surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-068,Novant Health Clemmons Outpatient Surgery Center,"7210 Village Medical Circle,Suite  235",Clemmons,NC,27012,OP068,336-893-3100,36.028745,-80.399236,US,clinic and outpatient center,Mon-Fri 5:30 AM - 5 PM
novanthealth.org,http://www.nhcoastalplasticsurgery.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-063,Novant Health Coastal Plastic Surgery,"1456 Howe Street,Suite 201",Southport,NC,28461,MG063,910-754-8808,33.937908,-78.02547,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-colon--rectal-clinic---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-178,Novant Health Colon & Rectal Clinic - Greensboro,"3515 W. Market Street, Suite 310",Greensboro,NC,27403,MG178,336-660-5500,36.073323,-79.845854,US,clinic and outpatient center,"Thu 8 AM - 12 PM, Wed 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-colon--rectal-clinic---winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-064,Novant Health Colon & Rectal Clinic - Winston-Salem,"2825 Lyndhurst Ave.,Suite 101",Winston-Salem,NC,27103,MG064,336-277-4075,36.07944,-80.290535,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cotswold-medical-clinic.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-065,Novant Health Cotswold Medical Clinic,200 Greenwich Road,Charlotte,NC,28211,MG065,704-384-8680,35.178737,-80.799062,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-cotton-grove-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-485,Novant Health Cotton Grove Family Medicine,1926 Cotton Grove Road,Lexington,NC,27292,MG485,336-242-1228,35.770592,-80.258921,US,clinic and outpatient center,"Fri 8 AM - 1 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-crown-point-family-physicians.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-066,Novant Health Crown Point Family Physicians,"9101 Monroe Road,Suite 155",Charlotte,NC,28270,MG066,704-384-1260,35.147314,-80.744047,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-davidson-urology---lexington.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-067 ,Novant Health Davidson Urology - Lexington,"106 West Medical Park Drive,Suite A",Lexington,NC,27292,MG067,336-476-2444,35.802304,-80.289577,US,clinic and outpatient center,"Fri 8:30 AM - 12 PM, Mon-Thu 8:30 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-davidson-urology---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-068 ,Novant Health Davidson Urology - Thomasville,1219-D Lexington Ave.,Thomasville,NC,27360,MG068,336-476-2444,35.883083,-80.113378,US,clinic and outpatient center,Mon-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-davie-medical-associates.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-069 ,Novant Health Davie Medical Associates,485 Valley Road,Mocksville,NC,27028,MG069,336-751-8000,35.897696,-80.573963,US,clinic and outpatient center,"Fri 7:30 AM - 4:30 PM, Mon-Thu 7 AM - 7 PM, Sat-Sun 7 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-dermatology---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-545,Novant Health Dermatology - SouthPark,"6324 Fairview Road,Suite 200",Charlotte,NC,28210,MG545,980-302-9700,35.148824,-80.83527,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-dermatology-associates.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-070 ,Novant Health Dermatology Associates,"1450 Matthews Township Parkway,Suite 170",Matthews,NC,28105,MG070,704-384-6020,35.119634,-80.714252,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-developmental--behavioral-pediatrics---eastover.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-072,Novant Health Developmental & Behavioral Pediatrics - Eastover,"2711 Randolph Road, Suite 100",Charlotte,NC,28207,MG072,704-384-0567,35.201075,-80.812918,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes--nutrition---elizabeth.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-315,Novant Health Diabetes & Nutrition - Elizabeth,"1718 E 4th Street, Suite 207",Charlotte,NC,28204,MG315,704-384-7390,35.211003,-80.825798,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes--nutrition---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-317,Novant Health Diabetes & Nutrition - Huntersville,"16525 Holly Crest Lane, Suite 230",Huntersville,NC,28078,MG317,704-316-5519,35.439364,-80.864718,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-nutrition-solutions---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-215,Novant Health Diabetes & Nutrition - Kernersville,"1710 Kernersville Medical Parkway,Suite 210",Kernersville,NC,27284,MG215,336-564-4065,36.090751,-80.045198,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes--nutrition---salisbury.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-502,Novant Health Diabetes & Nutrition - Salisbury,"1904 Jake Alexander Boulevard, Suite 301",Salisbury,NC,28147,MG502,704-638-1555,35.689499,-80.510112,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes--nutrition---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-501,Novant Health Diabetes & Nutrition - Thomasville,903 Randolph Street,Thomasville,NC,27360,MG501,336-481-8570,35.870301,-80.073136,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes--nutrition---westgate.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-214,Novant Health Diabetes & Nutrition - Westgate,"1400 Westgate Center Drive, Suite 110",Winston-Salem,NC,27013,MG214,336-277-1660,36.069542,-80.312707,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-diabetes-management---winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-147,Novant Health Diabetes Management - Winston-Salem,"1400 Westgate Center Drive,Suite 130",Winston-Salem,NC,27103,MG147,336-718-7500,36.069535,-80.312738,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhdilworthpediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-073,Novant Health Dilworth Pediatrics,"1315 East Blvd.,Suite 280",Charlotte,NC,28203,MG073,704-384-1866,35.201813,-80.84379,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,http://www.nhdurhaminternalmedicineassociates.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-074,Novant Health Durham Internal Medicine Associates - Durham,4205 Ben Franklin Blvd.,Durham,NC,27704,MG074,919-477-6900,36.047538,-78.896775,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhdurhaminternalmedicineassociates.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-075,Novant Health Durham Internal Medicine Associates - Southpoint,"5107 Southpark Drive,Suite 104",Durham,NC,27713,MG075,919-477-6900,35.91128,-78.94293,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,http://www.nheastoverpediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-076,Novant Health Eastover Pediatrics,517 South Sharon Amity Road,Charlotte,NC,28211,MG076,704-384-8800,35.172444,-80.805336,US,clinic and outpatient center,"Mon-Fri 8 AM - 5 PM, Sat-Sun 8 AM - 11 AM"
novanthealth.org,http://www.nhelizabethpediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-077,Novant Health Elizabeth Pediatrics,"2630 East 7th Street,Suite 101",Charlotte,NC,28204,MG077,704-384-1000,35.203332,-80.811861,US,clinic and outpatient center,"Mon-Fri 8:30 AM - 5 PM, Sat-Sun 9 AM - 12 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-endocrinology---midtown.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-078 ,Novant Health Endocrinology - Midtown,"1918 Randolph Road,Suite 220",Charlotte,NC,28207,MG078,704-316-1125,35.209529,-80.82489,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-endocrinology---shallotte.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-079,Novant Health Endocrinology - Shallotte,204 Smith Ave.,Shallotte,NC,28470,MG079,910-721-4230,33.981242,-78.38009,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-endocrinology--thyroid.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-080,Novant Health Endocrinology & Thyroid,"16525 Holly Crest Lane,Suite 230",Huntersville,NC,28078,MG080,704-316-6360,35.439364,-80.864718,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 12 PM, 1 PM - 4 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-express---hanes.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-584,Novant Health Express at Walgreens - Hanes,1712 S. Stratford Road,Winston-Salem,NC,27103,MG584,336-718-4995,36.069199,-80.305378,US,clinic and outpatient center,"Mon-Fri 8 AM - 6 PM, Sat-Sun 8 AM - 1 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-express---leland.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-585,Novant Health Express at Walgreens - Leland,319 Village Road NE,Leland,NC,28451,MG585,910-721-1197,34.235554,-78.003885,US,clinic and outpatient center,"Mon-Fri 10 AM - 8 PM, Sat-Sun 10 AM - 3 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-express---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-586,Novant Health Express at Walgreens - SouthPark,6231 Fairview Road,Charlotte,NC,28210,MG586,704-316-0438,35.150908,-80.835789,US,clinic and outpatient center,"Mon-Fri 9 AM - 7 PM, Sat-Sun 9 AM - 2 PM"
novanthealth.org,http://www.novanthealth.org/clinic-locations/novant-health-express-care---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-084,Novant Health Express Care - Greensboro,"4012-B Battleground Ave.,Suite 1020",Greensboro,NC,27410,MG084,336-564-4341,36.147484,-79.866748,US,clinic and outpatient center,"Mon-Fri 7:30 AM - 7:30 PM, Sat 8 AM - 6 PM, Sun 8 AM - 4 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-family--internal-medicine---south-brunswick.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-089,Novant Health Family & Internal Medicine South Brunswick,"75 Emerson Bay Road SW,Suite 102",Calabash,NC,28467,MG089,910-579-8363,33.912833,-78.5809,US,clinic and outpatient center,Mon-Fri 7 AM - 5:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-family-medicine-pine-forest.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-090,Novant Health Family Medicine Pine Forest,2950 Pine Plantation Parkway,Oak Island,NC,28461,MG090,910-454-4032,33.971562,-78.120245,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.nhfamilymedresidency.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-091,Novant Health Family Medicine Residency Clinic,"19485 Old Jetton Road,Suite 100",Cornelius,NC,28031,MG091,704-316-5170,35.479605,-80.892428,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-family-physicians-gastonia.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-092 ,Novant Health Family Physicians Gastonia,2290 Remount Road,Gastonia,NC,28054,MG092,704-316-4979,35.266705,-81.138007,US,clinic and outpatient center,"Fri 8 AM - 5 PM, Mon-Thu 8 AM - 6 PM, Sat 8 AM - 2 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-farrington-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-093 ,Novant Health Farrington Family Medicine,860 Jake Alexander Blvd. W,Salisbury,NC,28147,MG093,704-637-7590,35.668595,-80.497232,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-first-charlotte-physicians-epicentre.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-094 ,Novant Health First Charlotte Physicians EpiCentre,"210 East Trade Street,D-230",Charlotte,NC,28202,MG094,704-384-7085,35.225275,-80.842027,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhfcpmatthews.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-095,Novant Health First Charlotte Physicians Matthews,"1401 Matthews Township Parkway,Suite 200",Matthews,NC,28105,MG095,704-384-6901,35.122414,-80.714945,US,clinic and outpatient center,"Mon-Wed 8 AM - 7 PM, Thu-Fri 8 AM - 5 PM"
novanthealth.org,http://www.nhfloodandharrisobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-096,Novant Health Flood & Harris OB/GYN,"1718 E 4th Street,Suite 201",Charlotte,NC,28204,MG096,704-384-0560,35.211003,-80.825798,US,clinic and outpatient center,"Fri 8:30 AM - 2 PM, Mon-Thu 8:30 AM - 12:30 PM, 1:30 PM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-foot--ankle---westgate.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-171,Novant Health Foot & Ankle - Westgate,"3641 Westgate Center Circle,Suite A",Winston-Salem,NC,27103,MG171,336-277-6550,36.070512,-80.311082,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/forsyth-medical-center/services/behavioral-health.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-042,Novant Health Forsyth Behavioral Health Outpatient,175 Kimel Park Drive,Winston-Salem,NC,27103,OP042,800-718-3550,36.057263,-80.300287,US,clinic and outpatient center,<MISSING>
